,Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
4811,East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4812,Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4813,East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4814,Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4815,Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4816,Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4817,"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4818,Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4819,Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4820,Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4821,Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4822,Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4823,European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4824,Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4825,Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4826,Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4827,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4828,Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4829,"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4830,Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4831,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4832,Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4833,Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4834,Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4835,Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4836,"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4837,Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4838,Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4839,Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4840,Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4841,Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4842,Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4843,Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4844,Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4845,High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4846,"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4847,Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4848,Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4849,Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4850,Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4851,Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4852,IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4853,IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4854,IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4855,IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4856,Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4857,IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4858,Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4859,India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4860,Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4861,Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4862,"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4863,Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4864,Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4865,Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4866,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4867,Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4868,Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4869,Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4870,Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4871,Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4872,Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4873,Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4874,Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4875,St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4876,"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4877,Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4878,Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4879,Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4880,Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4881,Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4882,Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4883,St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4884,Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4885,Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4886,Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4887,Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4888,Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4889,Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4890,Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4891,Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4892,Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4893,Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4894,Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4895,Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4896,"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4897,St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4898,Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4899,Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4900,Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4901,Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4902,Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4903,Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4904,Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4905,Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4906,Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4907,"Macedonia, FYR",MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4908,Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4909,Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4910,Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4911,Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4912,Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4913,Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4914,Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4915,Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4916,Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4917,Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4918,Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4919,Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4920,North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4921,Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4922,New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4923,Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4924,Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4925,Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4926,Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4927,Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4928,Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4929,Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4930,New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4931,OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4932,Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4933,Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4934,Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4935,Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4936,Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4937,Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4938,Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4939,Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4940,Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4941,Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4942,Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4943,"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4944,Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4945,Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4946,West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4947,Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4948,Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4949,French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4950,Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4951,Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4952,Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4953,Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4954,South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4955,Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4956,Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4957,Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4958,Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4959,Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4960,Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4961,El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4962,San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4963,Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4964,Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4965,Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4966,South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4967,Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4968,Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4969,Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4970,Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4971,Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4972,Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4973,Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4974,Swaziland,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4975,Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4976,Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4977,Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4978,Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4979,Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4980,East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4981,Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4982,Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4983,Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4984,Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4985,Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4986,Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4987,Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4988,Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4989,Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4990,South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4991,Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4992,Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4993,Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4994,Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4995,Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4996,Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4997,Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4998,Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
4999,Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5000,Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5001,United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5002,Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5003,St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5004,"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5005,British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5006,Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5007,Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5008,Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5009,World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5010,Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5011,Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5012,"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5013,South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5014,Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5015,Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1978,0.0
5016,Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5017,Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5018,Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5019,Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5020,Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5021,Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5022,United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5023,Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5024,Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5025,American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5026,Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5027,Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5028,Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5029,Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5030,Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5031,Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5032,Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5033,Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5034,Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5035,Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5036,Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5037,"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5038,Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5039,Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5040,Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5041,Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5042,Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5043,Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5044,Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5045,Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5046,Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5047,Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5048,Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5049,Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5050,Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5051,Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5052,Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5053,Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5054,China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5055,Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5056,Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5057,"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5058,"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5059,Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5060,Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5061,Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5062,Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5063,Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5064,Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5065,Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5066,Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5067,Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5068,Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5069,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5070,Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5071,Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5072,Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5073,Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5074,Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5075,East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5076,Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5077,East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5078,Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5079,Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5080,Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5081,"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5082,Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5083,Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5084,Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5085,Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5086,Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5087,European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5088,Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5089,Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5090,Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5091,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5092,Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5093,"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5094,Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5095,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5096,Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5097,Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5098,Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
5099,Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1979,0.0
