,Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
2000,Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2001,Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2002,Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2003,"Macedonia, FYR",MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2004,Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2005,Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2006,Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2007,Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2008,Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2009,Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2010,Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2011,Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2012,Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2013,Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2014,Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2015,Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2016,North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2017,Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2018,New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2019,Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2020,Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2021,Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2022,Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2023,Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2024,Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2025,Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2026,New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2027,OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2028,Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2029,Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2030,Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2031,Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2032,Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2033,Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2034,Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2035,Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2036,Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2037,Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2038,Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2039,"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2040,Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2041,Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2042,West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2043,Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2044,Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2045,French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2046,Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2047,Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2048,Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2049,Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2050,South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2051,Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2052,Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2053,Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2054,Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2055,Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2056,Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2057,El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2058,San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2059,Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2060,Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2061,Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2062,South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2063,Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2064,Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2065,Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2066,Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2067,Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2068,Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2069,Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2070,Swaziland,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2071,Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2072,Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2073,Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2074,Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2075,Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2076,East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2077,Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2078,Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2079,Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2080,Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2081,Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2082,Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2083,Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2084,Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2085,Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2086,South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2087,Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2088,Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2089,Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2090,Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2091,Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2092,Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2093,Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2094,Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2095,Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2096,Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2097,United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2098,Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2099,St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2100,"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2101,British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2102,Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2103,Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2104,Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2105,World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2106,Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2107,Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2108,"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2109,South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2110,Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2111,Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1967,
2112,Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2113,Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2114,Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2115,Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2116,Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2117,Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2118,United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2119,Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2120,Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2121,American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2122,Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2123,Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2124,Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2125,Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2126,Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2127,Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2128,Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2129,Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2130,Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2131,Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2132,Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2133,"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2134,Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2135,Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2136,Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2137,Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2138,Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2139,Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2140,Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2141,Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2142,Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2143,Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2144,Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2145,Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2146,Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2147,Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2148,Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2149,Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2150,China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2151,Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2152,Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2153,"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2154,"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2155,Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2156,Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2157,Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2158,Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2159,Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2160,Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2161,Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2162,Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2163,Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2164,Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2165,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2166,Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2167,Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2168,Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2169,Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2170,Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2171,East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2172,Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2173,East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2174,Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2175,Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2176,Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2177,"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2178,Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2179,Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2180,Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2181,Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2182,Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2183,European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2184,Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2185,Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2186,Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2187,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2188,Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2189,"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2190,Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2191,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2192,Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2193,Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2194,Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2195,Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2196,"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2197,Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2198,Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2199,Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2200,Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2201,Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2202,Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2203,Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2204,Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2205,High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2206,"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2207,Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2208,Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2209,Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2210,Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2211,Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2212,IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2213,IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2214,IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2215,IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2216,Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2217,IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2218,Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2219,India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2220,Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2221,Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2222,"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2223,Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2224,Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2225,Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2226,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2227,Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2228,Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2229,Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2230,Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2231,Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2232,Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2233,Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2234,Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2235,St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2236,"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2237,Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2238,Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2239,Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2240,Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2241,Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2242,Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2243,St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2244,Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2245,Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2246,Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2247,Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2248,Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2249,Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2250,Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2251,Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2252,Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2253,Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2254,Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2255,Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2256,"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2257,St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2258,Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2259,Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2260,Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2261,Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2262,Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2263,Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2264,Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2265,Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2266,Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2267,"Macedonia, FYR",MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2268,Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2269,Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2270,Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2271,Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2272,Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2273,Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2274,Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2275,Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2276,Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2277,Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2278,Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2279,Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2280,North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2281,Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2282,New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2283,Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2284,Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2285,Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2286,Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2287,Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2288,Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2289,Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2290,New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2291,OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2292,Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2293,Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2294,Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2295,Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2296,Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2297,Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2298,Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2299,Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2300,Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2301,Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2302,Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2303,"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2304,Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2305,Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2306,West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2307,Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2308,Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
2309,French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1968,
